,prompt,prompt_len,target
2230,An Alabama Senate Candidate Keeps Democratic Leaders Away — but Not Their Money.,15,1
2231,"Israeli Military Invades Gaza, With Sights Set on Hamas Operations.",15,1
2232,Gina Haspel Likely to Be Confirmed as C.I.A. Chief After Repudiating Torture.,22,1
2233,"One Execution Botched, Oklahoma Delays the Next.",11,1
2234,Report Criticizes Comey but Finds No Bias in F.B.I. Decision on Clinton.,22,1
2235,Father and Son Split on Tactics in Murdoch Family Drama.,12,1
2236,Women in the Senate Confront the Military on Sex Assaults.,13,1
2237,Hungary’s Orban Gave Trump Harsh Analysis of Ukraine Before Key Meeting.,16,1
2238,"A Surface Calm, Punctured by Artillery and Weary Arguments.",14,1
2239,Republicans and Democrats Face Leadership Struggles as House Returns.,12,1
2240,Young Saudis See Cushy Jobs Vanish Along With Nation’s Oil Wealth.,18,1
2241,"As Iran Erupts in Protest, Tehran Is Notably Quiet.",13,1
2242,Trump’s Twitter Threat vs. Iran: Loud but Hardly Clear.,15,1
2243,"Netanyahu Privately Condoned U.S. Plan to Sell Arms to U.A.E., Officials Say.",26,1
2244,"For Wounded, Daunting Cost; for Aid Fund, Tough Decisions.",15,1
2245,"For a Black Mathematician, What It’s Like to Be the ‘Only One’.",19,1
2246,United Methodist Church Announces Plan to Split Over Same-Sex Marriage.,14,1
2247,"On Street Tracing Haiti’s Pain, Survival Goes On.",13,1
2248,"In This North Carolina Coastal Town, ‘Downtown Is Literally Underwater’.",14,1
2249,Mueller Exposes the Culture of Lying That Surrounds Trump.,14,1
2250,A State Backs Guns in Class for Teachers.,11,1
2251,Biden Confronts Trump on Safety: ‘He Can’t Stop the Violence’.,18,1
2252,Kim Says He’d End North Korea Nuclear Pursuit for U.S. Truce.,19,1
2253,Cardinal’s Aide Is Found Guilty in Abuse Case.,12,1
2254,"Pakistani Army, Shaken by Raid, Faces New Scrutiny.",15,1
2255,U.S. Was Braced for Fight With Pakistanis in Bin Laden Raid.,18,1
2256,A Congressman’s Pet Project; a Railroad’s Boon.,14,1
2257,Trump Warns House Republicans: Repeal Health Law or Lose Your Seats.,16,1
2258,"Heroin’s Small-Town Toll, and a Mother’s Grief.",17,1
2259,"A Burst of Gunfire, a Pause, Then Carnage in Las Vegas That Would Not Stop.",21,1
2260,Iraq’s Sunni Strategy Collapses in Ramadi Rout.,13,1
2261,Japan’s New Optimism Has Name: Abenomics.,14,1
2262,‘You Couldn’t See Anything’: Harrowing Helicopter Rescues as California Wildfires Rage.,20,1
2263,"From Bloody Scene to E.R., Lifesaving Choices in Tucson.",16,1
2264,"A Half-Century On, an Unexpected Milestone for L.G.B.T.Q. Rights.",23,1
2265,"As States Race to Limit Abortions, Alabama Goes Further, Seeking to Outlaw Most of Them.",20,1
2266,Trump’s Impeachment Blockade Crumbles as Witnesses Agree to Talk.,17,1
2267,"Trump Names Mark Meadows Chief of Staff, Ousting Mick Mulvaney.",17,1
2268,Iran Gains Influence in Iraq as Shiite Forces Fight ISIS.,13,1
2269,Jeff Sessions Says He Would Be Independent and Stand Up to Trump.,14,1
2270,Romney Camp Stirred Storm Over Gay Aide.,11,1
2271,"Short of Money, Egypt Sees Crisis on Fuel and Food.",13,1
2272,"In Libya Capital, Long Bread Lines and Barricades.",13,1
2273,"In Case of L’Oréal Heiress, a Private World of Wealth Becomes Public.",19,1
2274,"As Biden Plans Transition, Republicans Decline to Recognize His Election.",13,1
2275,A Fierce Clash for Romney and Perry as Republican Candidates Debate.,14,1
2276,‘Frats Are Being Frats’: Greek Life Is Stoking the Virus on Some Campuses.,21,1
2277,Inquiry Finds Mounting Proof of Syria Link to Paris Attacks.,12,1
2278,"Beijing’s Hong Kong Strategy: More Arrests, No Concessions.",16,1
2279,New Pope Shifts Church’s Center of Gravity Away From Europe.,14,1
2280,SEAL Team 6: A Secret History of Quiet Killings and Blurred Lines.,18,1
2281,Ted Cruz-John Kasich Alliance Against Donald Trump Quickly Weakens.,15,1
2282,Terror Through the Eyes of Innocents: The Children in Nice.,14,1
2283,House Republican Campaign Committee Says It Was Hacked This Year.,13,1
2284,Donald Trump Campaign Lags in Mobilizing Iowa Caucus Voters.,14,1
2285,Evictions Soar in Hot Market; Renters Suffer.,13,1
2286,Trump’s Love for Tariffs Began in Japan’s ’80s Boom.,19,1
2287,Jeff Sessions Denies Lying to Congress on Contacts With Russia.,13,1
2288,"Wang Jianlin, a Billionaire at the Intersection of Business and Power in China.",18,1
2289,Impeachment Hearings Open With Revelation on Trump’s Ukraine Pressure.,15,1
2290,Trump Protesters Borrow From Tea Party to Put Pressure on Lawmakers.,15,1
2291,Denmark Leads Nationalist Challenge to Europe’s Open Borders.,12,1
2292,Delay in Dallas Ebola Cleanup as Workers Balk at Task.,12,1
2293,House Panel Approves Contempt for Barr After Trump Claims Privilege Over Full Mueller Report.,18,1
2294,"Trump’s Tax Plan: Low Rate for Corporations, and for Companies Like His.",18,1
2295,"Vatican Revises Abuse Process, but Causes Stir.",12,1
2296,"After a U.S. Shift, Iran Has a Seat at Talks on War in Syria.",20,1
2297,"Truth in a Post-Truth Era: Sandy Hook Families Sue Alex Jones, Conspiracy Theorist.",20,1
2298,"Bernie Sanders Wins Wisconsin Democratic Primary, Adding to Momentum.",12,1
2299,"Romney, Seeking Traction, Duels With Santorum.",13,1
2300,"No More Family Separations, Except These 900.",14,1
2301,"In Trump’s Security Pick, Michael Flynn, ‘Sharp Elbows’ and No Dissent.",20,1
2302,"Joni Ernst’s Playbook, for Women to Win Men’s Vote.",18,1
2303,Airstrikes by U.S. and Allies Hit ISIS Targets in Syria.,17,1
2304,Firm Romney Founded Is Tied to Chinese Surveillance.,10,1
2305,U.S. Is Seeking Death Penalty in Boston Case.,13,1
2306,Old India’s Village of Warriors Becomes Birthplace of Bouncers.,15,1
2307,Investigation Turns to Kushner’s Motives in Meeting With a Putin Ally.,17,1
2308,Escape Attempt Led to Killings of Unarmed Inmates.,13,1
2309,"In Trump’s Saudi Bargain, the Bottom Line Proudly Wins Out.",16,1
2310,Some in G.O.P. Who Deserted Donald Trump Over Lewd Tape Are Returning.,21,1
2311,Judge Helped Egypt’s Military to Cement Power.,11,1
2312,"In Some States, Gun Rights Trump Orders of Protection.",12,1
2313,"Trump Tax Plan Benefits Wealthy, Including Trump.",11,1
2314,"Department of Justice Sues Ferguson, Which Reversed Course on Agreement.",15,1
2315,Attack at University in Kabul Shatters a Sense of Freedom.,13,1
2316,"Donations to Foundation Vexed Hillary Clinton’s Aides, Emails Show.",16,1
2317,Europe Combats a New Foe of Political Stability: Fake News.,15,1
2318,Syrians Bar U.N. Monitors From a Massacre Inquiry.,14,1
2319,"As Midterms Loom, Democrats Worry About Health Law.",12,1
2320,Benghazi Attack Called Avoidable in Senate Report.,11,1
2321,"Dallas Schools, Long Segregated, Charge Forward on Diversity.",14,1
2322,"Trump Can Sell an Improved Economy, but Not Himself.",12,1
2323,"Hackers Came, but the French Were Prepared.",11,1
2324,Certainties of Modern Life Upended in Japan.,11,1
2325,Ryan’s Rise From Follower to G.O.P. Trailblazer.,17,1
2326,Shift on Executive Power Lets Obama Bypass Rivals.,10,1
2327,"Oil Backed Up, Iranians Put It on Idled Ships.",15,1
2328,"Across Midwest, Farmers Warn of G.O.P. Losses Over Trump’s Trade Policy.",21,1
2329,India’s Economic Woes Are Piercing Modi’s Aura of Invulnerability.,19,1
2330,Late Clash on Abortion Shows Conservatives’ Sway.,10,1
2331,Justices to Hear Case Over Drugs Used in Executions.,14,1
2332,"After Surgery, Surprise $117,000 Medical Bill From Doctor He Didn’t Know.",23,1
2333,"Tornadoes Kill 25 in Tennessee, Shredding Buildings in Nashville Area.",17,1
2334,A Vote That Flew in the Face of Fear Itself.,13,1
2335,Justices Limit Use of ‘Honest Services’ Law Against Fraud.,14,1
2336,"In Year Before Florida Shooting, Suspect’s Problems Multiplied.",15,1
2337,Smaller States Find Outsize Clout Growing in Senate.,12,1
2338,"In Parched California, Town Taps Run Nearly Dry.",13,1
2339,Senate Asks C.I.A. to Share Its Report on Interrogations.,19,1
2340,"When the Bullets Flew, ‘They Didn’t Care That I Was a Woman’.",19,1
2341,"As School Moves Online, Many Students Stay Logged Out.",12,1
2342,Trump and the Military: A Mutual Embrace Might Dissolve on America’s Streets.,17,1
2343,‘Moscow Mitch’ Tag Enrages McConnell and Squeezes G.O.P. on Election Security.,23,1
2344,"Hidden Under Tax-Exempt Cloak, Political Dollars Flow.",13,1
2345,Biden’s Choice of Vilsack for U.S.D.A. Raises Fears for Small Farmers.,24,1
2346,California Cuts Farmers’ Share of Scant Water.,11,1
2347,Supreme Court Upholds Affirmative Action Program at University of Texas.,14,1
2348,Elizabeth Warren’s DNA Results Draw Rebuke from Trump and Raise Questions.,17,1
2349,"Honey, the Baby Is Coming; Quick, Call the Photographer.",14,1
2350,Israel Says Iran Is Behind Bombs.,8,1
2351,Hillary Clinton Outlines Vision of More Job Opportunities for People With Disabilities.,15,1
2352,Florida Shutting ‘Pill Mill’ Clinics.,10,1
2353,"Starting a Papacy, Amid Echoes of a ‘Dirty War’.",14,1
2354,U.S. Alarmed by Harsh Tone of China’s Military.,16,1
2355,House’s Anti-Semitism Resolution Exposes Generational Fight Over Ilhan Omar.,18,1
2356,Japan Faces Potential Nuclear Disaster as Radiation Levels Rise.,11,1
2357,Balancing Terror and Reality in State of the Union Address.,12,1
2358,‘Yes’ for Texas Governor Is ‘No’ to Washington.,14,1
2359,"In Slap at Syria, Turkey Shelters Anti-Assad Fighters.",15,1
2360,"As Turks Challenge Their Leader’s Power, He Tries to Expand It.",16,1
2361,How Colleges Became the New Covid Hot Spots.,10,1
2362,Senate Seeks Bipartisan Formula to Reach Tax Deal.,12,1
2363,Ex-Liberian Leader Gets 50 Years for War Crimes.,15,1
2364,‘It Is Not a Closet. It Is a Cage.’ Gay Catholic Priests Speak Out.,19,1
2365,Hillary Clinton Wins South Carolina Primary.,8,1
2366,"Vague on Details, Trump Is Betting on ‘Special Bond’ With Kim to Deliver Deal.",20,1
2367,Pakistan’s Spy Agency Is Tied to Attack on U.S. Embassy.,17,1
2368,"In Egypt, Furious Retaliation but Failing Strategy in Sinai.",14,1
2369,"Kentucky Clerk Denies Same-Sex Marriage Licenses, Defying Court.",15,1
2370,Activists in Arab World Vie to Define Islamic State.,12,1
2371,Frustrated Strivers  in Pakistan Turn to Jihad.,12,1
2372,"For Young Campers, Island Turned Into Fatal Trap.",12,1
2373,Pentagon Says Afghan Forces Still Need Assistance.,10,1
2374,U.S. Sees an Opportunity to Press Iran on Nuclear Fuel.,15,1
2375,"As Water Problems Grew, Officials Belittled Complaints From Flint.",15,1
2376,G.O.P. Fight Now a Battle Over What Defines a Conservative .,17,1
2377,Threats and Vandalism Leave American Jews on Edge in Trump Era.,14,1
2378,"In Iran, Protester ‘Suicides’ Stir Anger and Calls for Accountability.",17,1
2379,"Even as Governments Act, Time Runs Short for Euro.",12,1
2380,Borrowed Time on Disappearing Land.,9,1
2381,Rand Paul Is Capturing an Audience; the Challenge Is Winning Votes.,15,1
2382,Pentagon Says Afghan Forces Still Need Assistance.,10,1
2383,‘I Feel Invisible’: Native Students Languish in Public Schools.,14,1
2384,"Turmoil at the National Security Council, From the Top Down.",14,1
2385,Signs of an Asian Arms Buildup in India’s Missile Test.,16,1
2386,G.O.P. Senator Courts Blacks in Mississippi Primary Race.,15,1
2387,"How a U.S. Airstrike Missed ISIS, but Damaged U.S. Policy in Syria.",23,1
2388,"Greek Statue Travels Again, but Not to Greece .",11,1
2389,Police Chiefs Are Finding Job Security Is Hard to Come By.,13,1
2390,Online Health Law Sign-Up Is Delayed for Small Business.,13,1
2391,Ash Spill Shows How Watchdog Was Defanged.,11,1
2392,"Kansas Limits Abortion Method, Opening a New Line of Attack.",13,1
2393,"Accused G.I. ‘Snapped’ Under Strain, Official Says.",17,1
2394,Scandal Shifts Britain’s Media and Political Landscape.,12,1
2395,U.S. Cyberattacks Target ISIS in a New Line of Combat.,16,1
2396,"A Heat Wave Bakes Europe, Where Air-Conditioning Is Scarce.",17,1
2397,"Bernie Sanders’s Campaign, Hitting Fund-Raising Milestone, Broadens Focus.",18,1
2398,British Broadcaster With Murdoch Link Admits to Hacking.,12,1
2399,Aid Agencies in Afghanistan Fear Reversals After U.S. Exit.,16,1
2400,"If Not David to the U.S. Goliath, Cuba Asks What Its Role Is Now.",21,1
2401,Meal Plan Costs Tick Upward as Students Pay for More Than Food.,15,1
2402,"Ten Centuries Later, a Pope and Knights Do Battle.",12,1
2403,"Crises at BBC Brought Rules, Then a Failure.",12,1
2404,Firebrand Hindu Cleric Ascends India’s Political Ladder.,14,1
2405,"G.O.P. Alarmed by Trump’s Comments on Extremist Group, Fearing a Drag on the Party.",27,1
2406,"Driven by South’s Past, Black Women Seek Votes and a New Future.",17,1
2407,Boston Bomb Inquiry Looks Closely at Russia Trip.,11,1
2408,"Trump Wants U.S. ‘Opened Up’ by Easter, Despite Health Officials’ Warnings.",20,1
2409,"Clout Diminished, Tea Party Turns to Narrower Issues.",14,1
2410,Democrats Turn to Minimum Wage as 2014 Strategy.,14,1
2411,Biden Is Back for a 2nd Run at Gun Limits.,14,1
2412,"In Crisis Over Dissident, U.S. Sends Official to Beijing.",16,1
2413,"‘Super PACs’ Take On New Role, Organizing Voters.",14,1
2414,"A Pledge to Pay Morehouse College Students’ Debt Prompts Elation, Envy and a Host of Questions.",23,1
2415,Jihadists’ Fierce Justice Drives Thousands to Flee Mali.,15,1
2416,"In Angela Merkel, German Women Find Symbol, but Not Savior.",14,1
2417,Lost Jet’s Path Seen as Altered via Computer.,12,1
2418,Scandal in Brazil Raises Fear of Turmoil’s Return.,14,1
2419,Communist Leader’s Absence Sets Off Rumor Mills in China.,14,1
2420,Meng Wanzhou’s Cushy Bail Is Raising Hackles in Canada.,17,1
2421,Obama Says Same-Sex Marriage Should Be Legal.,11,1
2422,"With Choice at Tiananmen, Student Took Road to Riches.",14,1
2423,"Changing Subject Amid a Pandemic, Trump Turns to an Old Ploy: Blame Obama.",18,1
2424,"‘No, No, No, No’ Becomes Maybe for Ann Romney.",16,1
2425,"In Pre-Primary Pivot to Right, Walker Shifts Tone on Abortion .",15,1
2426,Republican Plan Delivers Permanent Corporate Tax Cut.,10,1
2427,Activists in Arab World Vie to Define Islamic State.,12,1
2428,Democrats Denounce Limits on F.B.I.’s Kavanaugh Inquiry as a ‘Farce’.,22,1
2429,Obama to Insist on Tax Increase for the Wealthy.,13,1
2430,Judge Upholds N.S.A.’s Bulk Collection of Data on Calls.,19,1
2431,Contractors Tied to Effort to Track and Kill Militants.,13,1
2432,Thatcher’s Fiscal Policies Are Still a Tough Sell for Europe.,15,1
2433,"After Trump Accuses Four Democratic Congresswomen of Hating U.S., They Fire Back.",20,1
2434,"Once Allies, Ex-Obama Aides Face Off in British Campaign.",15,1
2435,"Robert Mugabe Hounds Rivals in Zimbabwe, Parties Say.",12,1
2436,"Profits and Pride at Stake, the Race for a Vaccine Intensifies.",16,1
2437,"U.S. to Release 6,000 Inmates From Prisons.",18,1
2438,Hong Kong Protests Raise Stakes for Xi’s Hard-Line Agenda.,16,1
2439,"Rod Rosenstein’s Job Is Safe, for Now: Inside His Dramatic Day.",18,1
2440,Fewer Youths to Be Deported in New Policy.,13,1
2441,Democrats Aim to Limit Corporate Windfall From Trump Tax Cut.,13,1
2442,How the Paris Attackers Honed Their Assault Through Trial and Error.,15,1
2443,Brazen Figure May Hold Key to Mysteries.,10,1
2444,"Behind Trump Clemency, a Case Study in Special Access.",14,1
2445,A Taste of Hope Sends Refugees Back to Darfur.,11,1
2446,Supreme Court Ruling Favors Sports Betting.,9,1
2447,"Cain Accuser Tells of Pattern of Behavior, Lawyer Attests.",14,1
2448,Wisconsin Leads Way as Workers Fight State Cuts.,10,1
2449,Justice Dept. Shelved Ideas to Improve Gun Background Checks.,13,1
2450,"Beyond Olympic Glow, a Vicious Drug War Rages in Rio.",15,1
2451,How a Newspaper War in New Orleans Ended: With a Baked Alaska and Layoffs.,18,1
2452,"Brent Taylor, Utah Mayor Killed in Afghanistan, Was on 4th Deployment.",17,1
2453,Plan Would Keep Small Force in Iraq Past Deadline.,11,1
2454,Demographic Shift Brings New Worry for Republicans.,9,1
2455,"For Gingrich, Rival’s Gift and an Ex-Wife’s Sting.",18,1
2456,A Young Manager for Clinton Juggles Data and Old Baggage.,14,1
2457,"In New Officers’ Careers, Peace Is No Dividend.",12,1
2458,"In 2 States, Corner Cannabis Store Nears Reality.",13,1
2459,Church Battles Efforts to Ease Sex Abuse Suits.,10,1
2460,Libya Democracy Clashes With Fervor for Jihad.,11,1
2461,Mexican Military Runs Up Body Count in Drug War.,11,1
2462,Divining the Return on a Candidate’s Investment.,12,1
2463,Budget Deal Offers a Reprieve From Washington Paralysis.,12,1
2464,Tentative Deal Reached for Christine Blasey Ford to Testify on Thursday.,17,1
2465,Virulent E. Coli Strain Spreads in Germany and Puzzles Health Officials.,16,1
2466,"Xi Jinping, Seeking to Extend Power, May Bend Retirement Rules.",14,1
2467,Hillary Clinton Races to Close Enthusiasm Gap With Bernie Sanders in Iowa.,15,1
2468,German Fears About Inflation Stall Bold Steps in Debt Crisis.,12,1
2469,"Trump Signals Even Fiercer Immigration Agenda, With a Possible Return of Family Separations.",18,1
2470,"More Deportations Follow Minor Crimes, Records Show.",12,1
2471,New State Rules Raising Hurdles at Voting Booth.,11,1
2472,"At the Track, Racing Economics Collide With Veterinarians’ Oath.",15,1
2473,Questions of Weapons and Warnings in Past Barrage on a Gaza Shelter.,15,1
2474,Obama Urges Faster Shift of Power in Egypt.,11,1
2475,Republicans Grind Impeachment Inquiry to Halt as Evidence Mounts Against Trump.,15,1
2476,Liberals Hope Elizabeth Warren Will Serve as Clinton’s Scrutinizer in Chief.,18,1
2477,"As Stars Rally for Candidate, Rival Objects.",10,1
2478,"Robert C. Byrd, a Pillar of the Senate, Dies at 92.",18,1
2479,"As Growth Ebbs, Brazil Powers Up Its Bulldozers.",14,1
2480,Service Members Are Left in Dark on Health Errors.,11,1
2481,Melania Trump Says an Aide ‘No Longer Deserves the Honor of Serving in This White House’.,21,1
2482,Biden and Clinton: Friends With Awkward Twist.,11,1
2483,‘We’re Asking You to Dig Deep’: Biden Seeks to Steady Finances as Allies Fret.,22,1
2484,"Crowds Return to Las Vegas, but Gamble Less.",12,1
2485,Obama Backers Tied to Lobbies Raise Millions.,11,1
2486,"Donald Trump, Losing Ground, Tries to Blame the System.",13,1
2487,Alabama Victory Provides Blueprint for New Bannon Alliance.,11,1
2488,Rise of Saudi Prince Shatters Decades of Royal Tradition.,13,1
2489,A More Personal Hillary Clinton Tries to Erase a Trust Deficit.,13,1
2490,"Obama Quietly Gives Advice to 2020 Democrats, but No Endorsement.",19,1
2491,"Nancy Pelosi, Icon of Female Power, Will Reclaim Role as Speaker and Seal a Place in History.",22,1
2492,"Without Saying ‘Trump,’ Bush and Obama Deliver Implicit Rebukes.",15,1
2493,Latest to Disagree With Donald Trump: His Cabinet Nominees.,13,1
2494,U.K. Authorizes Covid-19 Vaccine From Oxford and AstraZeneca.,17,1
2495,"U.S. and Cuba in Trade Talks, for Ballplayers to Be Named Later .",19,1
2496,"Britain, Concerned About Russian Crash, Halts Sinai Flights.",13,1
2497,Pakistan Flood Sets Back Infrastructure by Years.,9,1
2498,American Terror Suspect Traveled Unimpeded.,12,1
2499,"When Bail Feels Less Like Freedom, More Like Extortion.",13,1
2500,Senate Braces for Health Showdown With McCain on Hand but a Plan Unclear.,17,1
2501,"El Chapo, Most-Wanted Drug Lord, Is Captured in Mexico.",17,1
2502,Pakistani Nuclear Arms Pose Challenge to U.S. Policy.,14,1
2503,Fight Against Sexual Assaults Holds Colleges to Account.,11,1
2504,"Belarus Protests Test Limits of Lukashenko’s Brutal, One-Man Rule.",19,1
2505,Investigators Say Mexico Has Thwarted Efforts to Solve Students’ Disappearance.,15,1
2506,"Before Super Tuesday, Big Names Rally to Romney.",11,1
2507,National Push by a Local Immigration Activist: No G.O.P. Retreat.,19,1
2508,G.O.P. Insider Fuels Tea Party and Suspicion.,15,1
2509,"An Unlikely Political Pair, United by a Disaster.",12,1
2510,"Jim Mattis, Defense Secretary, Resigns in Rebuke of Trump’s Worldview.",21,1
2511,Sri Lanka Attacks: Hometown of Accused Mastermind Was Fertile Ground for Extremism.,20,1
2512,Senate Women Lead in Effort to Find Accord.,10,1
2513,Perks Ease Way in Health Plans for Lawmakers.,12,1
2514,Losses at Afghan Bank Could Be $900 Million.,13,1
2515,Spoiler Alert! G.O.P. Fighting Libertarian’s Spot on the Ballot.,20,1
2516,A $12 Billion Program to Help Farmers Stung by Trump’s Trade War Has Aided Few.,23,1
2517,"As Cameras Track Detroit’s Residents, a Debate Ensues Over Racial Bias.",17,1
2518,"Democratic Split on Impeachment Talk: Officials Avoid It, but Voters Are Eager for It.",20,1
2519,"In Ukraine, Corruption Is Now Undermining the Military.",12,1
2520,Paul Disowns Extremists’ Views but Doesn’t Disavow the Support.,18,1
2521,Dispute Over Leave Agitated Ft. Hood Soldier Before Shooting.,14,1
2522,Ben Carson Resists Challenges to the Life Story He Rode to Political Prominence.,17,1
2523,"Trump Campaigned Against Lobbyists, but Now They’re on His Transition Team.",19,1
2524,"Fearful of Trump’s Attacks, Justice Dept. Lawyers Worry Barr Will Leave Them Exposed.",20,1
2525,"Fidel Castro, Cuban Revolutionary Who Defied U.S., Dies at 90.",20,1
2526,"Japan’s Nuclear Refugees, Still Stuck in Limbo.",13,1
2527,"Hillary Clinton Wins 4 Races, Rebounding From Michigan Loss.",14,1
2528,Wildfires Are Latest Risk in the Rewarding Quiet of Gold Country.,15,1
2529,Stock Market Rout Has Trump Fixated on Fed Chair Powell.,13,1
2530,The Trans-Pacific Partnership and a President’s Legacy.,13,1
2531,Wisconsin Reels After Police Shooting and Second Night of Protests.,13,1
2532,Problems Plague System to Check Gun Buyers.,9,1
2533,"In Afghan Trip, Obama Presses Karzai on Graft.",13,1
2534,‘We’re an Easy Target’: Taken In by the Trump Brand.,16,1
2535,"Assignment America: Sandpoint, Idaho.",9,1
2536,Hastert Case Is Said to Be Linked to Decades-Old Sexual Abuse.,17,1
2537,"Wooing Hispanic Voters at Home, Republicans Turn to Latin America.",14,1
2538,Enforcement Takes On a Softer Side in China.,11,1
2539,"In Hard Times, Open Dissent and Repression Rise in Vietnam.",14,1
2540,"With $350 Billion Plan, Hillary Clinton Prods Rivals on Student Debt.",18,1
2541,Gates Seeking to Contain Military Health Costs.,9,1
2542,"For Texas Pilot, Rage Simmered With Few Hints.",13,1
2543,Forensic Details in U.N. Report Point to Assad’s Use of Gas.,18,1
2544,"Marilyn Mosby, Prosecutor in Freddie Gray Case, Takes a Stand and Calms a Troubled City.",22,1
2545,"Under Modi, a Hindu Nationalist Surge Has Further Divided India.",13,1
2546,Obama Seeks to Win Back Wall St. Cash.,12,1
2547,All-but-Forgotten Prisoner in Jordan Is at Center of Swap Demand by ISIS.,18,1
2548,Taliban Gun Down 10-Year-Old Militia Hero in Afghanistan.,17,1
2549,Trump Ordered Officials to Give Jared Kushner a Security Clearance.,13,1
2550,"E.P.A. Broke Law With Social Media Push for Water Rule, Auditor Finds.",20,1
2551,Ohio County Losing Its Young to Painkillers’ Grip.,13,1
2552,Obama to Name Retired General to Top Spy Post.,11,1
2553,‘You Have to Pay With Your Body’: The Hidden Nightmare of Sexual Violence on the Border.,20,1
2554,‘You Could Lick the Benches’: Life for the First Wave of U.S. Survivors.,21,1
2555,"Support in U.S. for Afghan War Drops Sharply, Poll Finds.",17,1
2556,Bernie Sanders vs. The Machine.,8,1
2557,Europe Combats a New Foe of Political Stability: Fake News.,15,1
2558,More Christians Flee Iraq After New Violence.,10,1
2559,"In Vatican Whodunit, a Punch Line of a Suspect.",15,1
2560,"In Latin America, the Pandemic Threatens Equality Like Never Before.",14,1
2561,Leaders at Work on Plan to Avert Mandatory Cuts.,12,1
2562,DeVos Ends Obama-Era Safeguards Aimed at Abuses by For-Profit Colleges.,20,1
2563,Why Referendums Aren’t as Democratic as They Seem.,14,1
2564,Lobbying Case Against Democrat With Ties to Manafort Reaches Key Stage.,16,1
2565,How Trump’s Rush to Enact an Immigration Ban Unleashed Global Chaos.,17,1
2566,Secrecy Surrounding Senate Health Bill Raises Alarms in Both Parties.,15,1
2567,Possible No. 2 to Romney Knows Ways of the Capital.,14,1
2568,"China Pressures U.S. Journalists, Prompting Warning From Biden.",16,1
2569,Election May Be a Turning Point for Legal Marijuana.,11,1
2570,"At Pentagon, Fears Grow That Trump Will Pull Military Into Election Unrest.",16,1
2571,Trump’s Choice of Stephen Bannon Is Nod to Anti-Washington Base.,17,1
2572,House G.O.P. Tightens Its Bond With Netanyahu.,15,1
2573,"Trump Sons Forge Ahead Without Father, Expanding and Navigating Conflicts.",14,1
2574,Both Parties See Campaign Tilting to Republicans.,10,1
2575,Syrian Crisis Tests the Mettle of Its Autocratic Ruler.,14,1
2576,U.S. Campaign to Ban Huawei Overseas Stumbles as Allies Resist.,16,1
2577,Biden and Clinton: Friends With Awkward Twist.,11,1
2578,Issues in Hillary Clinton’s Past Leave Her Muted in Furor Over Donald Trump.,19,1
2579,G.O.P. Hopefuls Honing Attacks Against Hillary Clinton.,16,1
2580,‘This Is a War’: Cross-Border Fight Over Water Erupts in Mexico.,18,1
2581,Donald Trump’s Business Dealings Test a Constitutional Limit.,13,1
2582,Obama Not Rushing to Act on Signs Syria Used Chemical Arms.,14,1
2583,"U.S. Drops Bid
to Limit Sales
of Morning-After Pill.",20,1
2584,"On Capitol Hill, Old-School Washington Keeps Circus at Bay.",14,1
2585,Honduran Villages Caught in Drug War’s Cross-Fire.,15,1
2586,Trump’s Hopes of Being the ‘Neutral Guy’ in the Mideast Seem Long Gone.,21,1
2587,A Familiar Role for Muslim Brotherhood: Opposition.,10,1
2588,"In His Last Days, Qaddafi Wearied of Fugitive’s Life.",17,1
2589,A Family Business in Disarray.,8,1
2590,Trump Signs New Trade Deal With Canada and Mexico After Bitter Negotiations.,14,1
2591,"Justice Dept., Under Siege From Trump, Plows Ahead With His Agenda.",16,1
2592,"In India, a Small Band of Women Risk It All for a Chance to Work.",18,1
2593,"In Daring Underwater Cave Rescue, 4 of 13 Thai Are Freed.",18,1
2594,Rural Indiana Struggles to Contend With H.I.V. Outbreak.,17,1
2595,"Symone Sanders Bet on Biden, and Herself.",12,1
2596,North Korea Rouses Neighbors to Reconsider Nuclear Weapons.,12,1
2597,"Donald Trump’s Crime Policies Might Hit Minorities Harder, Experts Say.",16,1
2598,"Nearly 8 Decades Later, an Apology for a Lynching in Georgia.",18,1
2599,"How the State Dept.’s Dissenters Incited a Revolt, Then a Rallying Cry.",20,1
2600,"In Malaysia, the Old Prime Minister Promises a New Order.",13,1
2601,‘Stop Sanders’ Democrats Are Agonizing Over His Momentum.,14,1
2602,"As Mayor, Bernie Sanders Was More Pragmatist Than Socialist.",14,1
2603,"On North Korea, Trump Finds Himself in Same Position as His Predecessors.",18,1
2604,Afghan Conflict Losing Air Power as U.S. Pulls Out.,15,1
2605,Reliably Red Ohio County Finds Both Trump and Clinton Hard to Stomach.,16,1
2606,"Outspoken and Precocious, Florida Students Struggle With Loss When the Cameras Turn Off.",19,1
2607,"Farm Thieves Target Grapes, and Even Bees.",10,1
2608,"In Baring Facts of Train Crash, Blogs Erode China Censorship.",16,1
2609,Joe Biden’s Court Vacancy Plan: More Talk of Health Care and the Pandemic.,19,1
2610,Authorities to Determine if Remains Are of California Fugitive.,12,1
2611,Migrant Parents Wait and Hope for Their Children: ‘I Feel Like I’m Going to Die’.,22,1
2612,"Romney, Defying the Party He Once Personified, Votes to Convict Trump.",19,1
2613,"Trump Speech to Bring 1,000 West Point Cadets Back to Campus.",19,1
